reg_number,url,law,purchase_method,status,object_name,customer_name,customer_url,initial_price,region_code,region_name,scraped_at
0360300019826000069,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0360300019826000069,44-ФЗ,44-ФЗ                                    Электронный аукцион,Определение поставщика завершено,Поставка лекарственного препарата Лозартан,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САРАТОВСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 9""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=803044,4845.0,16,Республика Татарстан,2026-04-25T20:27:14.966672
0358200003126000023,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0358200003126000023,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка мягкого инвентаря (белье),"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ РОСТОВСКОЙ ОБЛАСТИ ""СОЦИАЛЬНЫЙ ПРИЮТ ДЛЯ ДЕТЕЙ И ПОДРОСТКОВ Г. ТАГАНРОГА""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=713034,5200.0,16,Республика Татарстан,2026-04-25T20:27:14.967506
0172200000726000102,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0172200000726000102,44-ФЗ,44-ФЗ                                    Открытый конкурс в электронной форме,Определение поставщика отменено,"Выполнение работ по капитальному ремонту СБ «Красногвардеец» для Государственного бюджетного учреждения дополнительного образования спортивной школы олимпийского резерва Красногвардейского района Санкт-Петербурга имени Ю.Г.Королева (2 этап), для нужд Санкт-Петербурга в 2026 году",АДМИНИСТРАЦИЯ КРАСНОГВАРДЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,https://zakupki.gov.ru/epz/organization/view/info.html?reestrNumber=787387,39293790.0,16,Республика Татарстан,2026-04-25T20:27:14.969094
0339100001526000196,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0339100001526000196,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка медицинского оборудования (Система эндоскопической визуализации),"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НОВОКУЗНЕЦКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР МЕДИКО-СОЦИАЛЬНОЙ ЭКСПЕРТИЗЫ И РЕАБИЛИТАЦИИ ИНВАЛИДОВ"" МИНИСТЕРСТВА ТРУДА И СОЦИАЛЬНОЙ ЗАЩИТЫ РОССИЙСКОЙ ФЕДЕРАЦИИ",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=612362,18087725.0,16,Республика Татарстан,2026-04-25T20:27:14.970518
0358200003126000022,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0358200003126000022,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка мягкого инвентаря (разное),"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ РОСТОВСКОЙ ОБЛАСТИ ""СОЦИАЛЬНЫЙ ПРИЮТ ДЛЯ ДЕТЕЙ И ПОДРОСТКОВ Г. ТАГАНРОГА""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=713034,8366.8,16,Республика Татарстан,2026-04-25T20:27:14.971904
0373100032626000212,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0373100032626000212,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка лекарственных препаратов  для медицинского применения ФОСФОКРЕАТИН  ОКПД 2 - 21.20.10.141,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ НАУЧНЫЙ ЦЕНТР РЕНТГЕНОРАДИОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=645989,7410000.0,16,Республика Татарстан,2026-04-25T20:27:14.973424
32615951159,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705057,223-ФЗ,"223-ФЗ                                    Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Подача заявок,Поставка стеллажей,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""АРАМИЛЬСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=549345,100999.95,16,Республика Татарстан,2026-04-25T20:27:14.974779
32615951158,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705058,223-ФЗ,223-ФЗ                                    Прочие,Подача заявок,Поставка вакцины для профилактики бешенства,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""АРАМИЛЬСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=549345,324654.0,16,Республика Татарстан,2026-04-25T20:27:14.975900
0165300003426000024,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0165300003426000024,44-ФЗ,44-ФЗ                                    Запрос котировок в электронной форме,Подача заявок,Бензин автомобильный (розничная реализация),АДМИНИСТРАЦИЯ КОЛПАШЕВСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=623718,114012.0,16,Республика Татарстан,2026-04-25T20:27:14.976845
32615951157,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705059,223-ФЗ,223-ФЗ                                    Прочие,Подача заявок,Поставка вакцины для профилактики клещевого энцефалита,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""АРАМИЛЬСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=549345,144156.0,16,Республика Татарстан,2026-04-25T20:27:14.977824
0304200004326000013,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0304200004326000013,44-ФЗ,44-ФЗ                                    Электронный аукцион,Определение поставщика завершено,Поставка моющих средств и хозяйственных товаров,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕСПУБЛИКАНСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР ПСИХИАТРИИ И НАРКОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=679658,995631.74,16,Республика Татарстан,2026-04-25T20:27:17.570532
0346200015626000005,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0346200015626000005,44-ФЗ,"44-ФЗ                                    Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с п. 8 ч. 1 ст. 33 Закона № 44-ФЗ",Подача заявок,"Реконструкция спального корпуса № 9 (Лит. Р) на территории СОК «Прометей», расположенного по адресу: Липецкая область, Грязинский муниципальный округ, Яманское лесничество, Ленинский лесхоз","ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ЛИПЕЦКОЙ ОБЛАСТИ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=683437,71784013.43,16,Республика Татарстан,2026-04-25T20:27:17.572034
0304200004326000012,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0304200004326000012,44-ФЗ,44-ФЗ                                    Электронный аукцион,Определение поставщика завершено,Поставка канцелярских товаров,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕСПУБЛИКАНСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР ПСИХИАТРИИ И НАРКОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=679658,100179.85,16,Республика Татарстан,2026-04-25T20:27:17.573575
0340100006226000006,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0340100006226000006,44-ФЗ,44-ФЗ                                    Запрос котировок в электронной форме,Определение поставщика завершено,"Оказание услуг по комплексному техническому обслуживанию зданий, сооружений, помещений ВятГУ и прилегающих к ним территорий","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВЯТСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=614162,1500000.0,16,Республика Татарстан,2026-04-25T20:27:17.574625
0304200004326000011,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0304200004326000011,44-ФЗ,44-ФЗ                                    Электронный аукцион,Определение поставщика завершено,"Поставка бумаги, ножниц, папок, ручек, клейких закладок, точилок, файлов-вкладышей, клея канцелярского, средств корректирующих канцелярских, клейкой ленты, лотков для бумаги","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕСПУБЛИКАНСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР ПСИХИАТРИИ И НАРКОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=679658,995842.4,16,Республика Татарстан,2026-04-25T20:27:17.575499
0862600024926000003,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0862600024926000003,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Обучение населения вопросам пожарной безопасности через телевидение,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ГРАЖДАНСКОЙ ОБОРОНЫ И ЧРЕЗВЫЧАЙНЫХ СИТУАЦИЙ МУНИЦИПАЛЬНОГО ОКРУГА СУХОЙ ЛОГ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2532793,181000.0,16,Республика Татарстан,2026-04-25T20:27:17.576478
0839500000226000067,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0839500000226000067,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,"Поставка медицинских изделий (система рентгеновская диагностическая стационарная общего назначения, цифровая), ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия, и специалистов, осуществляющих техническое обслуживание медицинских изделий","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АГЕНТСТВО ПО ЗАКУПКАМ В СФЕРЕ ЗДРАВООХРАНЕНИЯ""",https://zakupki.gov.ru/epz/organization/view/info.html?reestrNumber=2201363,1072013883.33,16,Республика Татарстан,2026-04-25T20:27:17.577328
0373200581126000006,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0373200581126000006,44-ФЗ,44-ФЗ                                    Электронный аукцион,Определение поставщика завершено,"Поставка системы рентгеновской томографии (стационарной для стоматологии с функцией панорамной диагностики, цифровая) для нужд ГАУЗ ""СП №48 ДЗМ"" в 2026г.","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 48 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=1422883,4608333.33,16,Республика Татарстан,2026-04-25T20:27:17.578208
32615946069,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705077,223-ФЗ,223-ФЗ                                    Прочие,Подача заявок,"Аукцион в электронной форме на право заключения договора на поставку лекарственного (-ых) препарата (-ов) (Метотрексат, раствор для ин, 10 мг/мл 1 мл №1  или 50 мг/мл 0,2 мл (10 мг)Метотрексат, раствор для ин, 10 мг/мл 2 мл №1 или 50 мг/мл 0,4 мл (20 мг) № 1)для обеспечения граждан на территории Смоленской области.","ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СМОЛЕНСКИЙ ОБЛАСТНОЙ МЕДИЦИНСКИЙ ЦЕНТР""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=8746,4408441.0,16,Республика Татарстан,2026-04-25T20:27:17.579181
32615951143,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705040,223-ФЗ,"223-ФЗ                                    Закупка у единственного поставщика (подрядчика, исполнителя)",Работа комиссии,Поставка дезинфицирующих средств,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ГОРОДА НОВОСИБИРСКА ""СОЦИАЛЬНО-ОЗДОРОВИТЕЛЬНЫЙ ЦЕНТР ""ТЕРРИТОРИЯ РАЗВИТИЯ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=143596,93250.0,16,Республика Татарстан,2026-04-25T20:27:17.580020
0343200020126000132,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0343200020126000132,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка системных блоков,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КУРГАНСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ КРАСНОГО КРЕСТА""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=756360,83999.44,16,Республика Татарстан,2026-04-25T20:27:21.257556
0358300385826000002,https://zakupki.gov.ru/epz/order/notice/ezt20/view/common-info.html?regNumber=0358300385826000002,44-ФЗ,"44-ФЗ                                    Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",Определение поставщика завершено,Блок-контейнер металлический,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПАРК КУЛЬТУРЫ И ОТДЫХА  1 МАЯ,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=740522,174000.0,16,Республика Татарстан,2026-04-25T20:27:21.258505
32615951170,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705075,223-ФЗ,"223-ФЗ                                    Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Подача заявок,Поставка основ дорожных знаков,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРУДАРЕНДА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=593483,265500.0,16,Республика Татарстан,2026-04-25T20:27:21.259367
0362200049626000005,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0362200049626000005,44-ФЗ,44-ФЗ                                    Запрос котировок в электронной форме,Подача заявок,Поставка канцелярских товаров,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СПЕЦИАЛЬНОЕ УЧЕБНО-ВОСПИТАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЗАКРЫТОГО ТИПА""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=711176,32042.52,16,Республика Татарстан,2026-04-25T20:27:21.260187
32615951168,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705073,223-ФЗ,"223-ФЗ                                    Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Подача заявок,Поставка дизельного топлива летнего 100 тонн,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРУДАРЕНДА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=593483,8040000.0,16,Республика Татарстан,2026-04-25T20:27:21.261479
32615951169,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705072,223-ФЗ,223-ФЗ                                    Прочие,Закупка завершена,поставка колодок тормозных локомотивных,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛОКОМОТИВ"" СЕВЕРОДВИНСКА",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=727134,270000.0,16,Республика Татарстан,2026-04-25T20:27:21.263134
0507300000526000037,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0507300000526000037,44-ФЗ,44-ФЗ                                    Электронный аукцион,Подача заявок,Поставка спецодежды,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""УХТАСПЕЦАВТОДОР"" МУНИЦИПАЛЬНОГО ОКРУГА ""УХТА"" РЕСПУБЛИКИ КОМИ",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=1675646,944367.57,16,Республика Татарстан,2026-04-25T20:27:21.264594
0369300348526000030,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0369300348526000030,44-ФЗ,44-ФЗ                                    Запрос котировок в электронной форме,Подача заявок,Оказание услуг по техническому обслуживанию медицинской техники,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА Г. КОПЕЙСК""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=758382,281640.0,16,Республика Татарстан,2026-04-25T20:27:21.265994
32615951139,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705034,223-ФЗ,"223-ФЗ                                    Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Подача заявок,"Ремонт наружных инженерных сетей ТС и ХВС на участках ТК10-ТК13, ТК12-ТК12/5, ТК18-ТК22, ТК19-ТК19/2 и ТК14-ТК18 в с. Алькатваам","ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ЧУКОТСКОГО АВТОНОМНОГО ОКРУГА ""ЧУКОТКОММУНХОЗ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=16933,39910846.33,16,Республика Татарстан,2026-04-25T20:27:21.267427
0372200268526000006,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0372200268526000006,44-ФЗ,44-ФЗ                                    Открытый конкурс в электронной форме,Определение поставщика отменено,"Выполнение комплекса противоаварийных работ части фасадов и кровли на зданиях №1,2 по адресу: СПб, наб. реки Фонтанки 90 кор. 4, лит. Г, кор. 5, лит. Д","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ПЕТЕРБУРГ-КОНЦЕРТ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=744300,15210258.0,16,Республика Татарстан,2026-04-25T20:27:21.268731
32615951164,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705067,223-ФЗ,223-ФЗ                                    Прочие,Закупка завершена,Поставка сплит-систем,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ НАУЧНО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР УНИКАЛЬНОГО ПРИБОРОСТРОЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК,https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=163615,243870.0,16,Республика Татарстан,2026-04-25T20:27:25.578564
32615951156,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705054,223-ФЗ,223-ФЗ                                    Прочие,Подача заявок,Поставка расходных материалов для стоматологической поликлиники (ортопедическое отделение),"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СЕВЕРОУРАЛЬСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=90398,390056.14,16,Республика Татарстан,2026-04-25T20:27:25.579526
0124300016426000040,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0124300016426000040,44-ФЗ,"44-ФЗ                                    Запрос котировок в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с п. 8 ч. 1 ст. 33 Закона № 44-ФЗ",Подача заявок,"Выполнение работ по капитальному ремонту здания городской библиотеки пос. ЛДК МБУК «Онежская библиотечная система» по адресу: г. Онега, ул. Правды, д.4. Конструктивные решения",АДМИНИСТРАЦИЯ ОНЕЖСКОГО МУНИЦИПАЛЬНОГО ОКРУГА АРХАНГЕЛЬСКОЙ ОБЛАСТИ,https://zakupki.gov.ru/epz/organization/view/info.html?reestrNumber=689430,6122958.09,16,Республика Татарстан,2026-04-25T20:27:25.580426
0387200026026000045,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0387200026026000045,44-ФЗ,44-ФЗ                                    Запрос котировок в электронной форме,Подача заявок,Поставка медицинского оборудования (Инсуффлятор-аспиратор),"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""СУРГУТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ ПОЛИКЛИНИКА № 1""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2061261,750200.0,16,Республика Татарстан,2026-04-25T20:27:25.581228
0346200015626000004,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0346200015626000004,44-ФЗ,"44-ФЗ                                    Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с п. 8 ч. 1 ст. 33 Закона № 44-ФЗ",Подача заявок,"Реконструкция клуба-столовой (Лит. Ц) на территории СОК «Прометей», находящегося по адресу: Липецкая область, Грязинский муниципальный округ, Яманское лесничество, Ленинский лесхоз","ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ЛИПЕЦКОЙ ОБЛАСТИ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=683437,107901908.81,16,Республика Татарстан,2026-04-25T20:27:25.582183
32615951154,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705052,223-ФЗ,223-ФЗ                                    Прочие,Подача заявок,Поставка лекарственных препаратов для медицинского применения,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""БЕРЕЗОВСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=102109,405020.0,16,Республика Татарстан,2026-04-25T20:27:25.583415
0342300095826000113,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0342300095826000113,44-ФЗ,44-ФЗ                                    Запрос котировок в электронной форме,Подача заявок,Поставка медицинских изделий-мебель медицинская (ЛОТ 1) для нужд Государственного бюджетного учреждения здравоохранения Самарской области «Самарская городская клиническая больница №1 имени Н.И. Пирогова»,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""САМАРСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1 ИМЕНИ Н.И.ПИРОГОВА""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=746393,808450.0,16,Республика Татарстан,2026-04-25T20:27:25.584315
0379600000126000026,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0379600000126000026,44-ФЗ,44-ФЗ                                    Электронный аукцион,Определение поставщика завершено,"Услуги медицинских лабораторий (посев мочи на микрофлору, стрептококки группы В)","РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ХАБЕЗСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2187796,879356.0,16,Республика Татарстан,2026-04-25T20:27:25.585207
32615951163,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705061,223-ФЗ,223-ФЗ                                    Прочие,Подача заявок,Поставка лекарственного препарата Элькар 25мл,ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ АДЫГЕЯ АПТЕЧНАЯ БАЗА,https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=1767,912000.0,16,Республика Татарстан,2026-04-25T20:27:25.586028
32615951162,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705062,223-ФЗ,223-ФЗ                                    Прочие,Подача заявок,Поставка лекарственного препарата Элькар 50 мл,ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ АДЫГЕЯ АПТЕЧНАЯ БАЗА,https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=1767,1053000.0,16,Республика Татарстан,2026-04-25T20:27:25.586830
32615951161,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=19705063,223-ФЗ,223-ФЗ                                    Прочие,Подача заявок,Поставка лекарственного препарата Элькар 100 мл,ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ АДЫГЕЯ АПТЕЧНАЯ БАЗА,https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=1767,1643600.0,16,Республика Татарстан,2026-04-25T20:27:28.531044
